client_id,national_id,onboarding_date,declared_income,employment_type,is_banked,age,sex,city_type,education_level,household_size,residence_type,base_risk_score,banked_probability
80,103854529,2024-12-22 20:17:43,15000000.0,informal,True,58,M,urban,secondary,7,owned,0.45643153526970953,0.9967272568791185
81,103875197,2023-01-18 05:04:21,15000000.0,independent,True,54,F,urban,university,4,owned,0.2697095435684647,0.998012421503137
82,103892400,2024-05-23 08:28:05,15000000.0,informal,True,31,M,urban,secondary,3,owned,0.45643153526970953,0.9967272568791185
83,103927259,2023-03-06 12:26:06,15000000.0,independent,True,43,M,urban,secondary,7,rented,0.3112033195020747,0.998012421503137
84,103941260,2023-05-17 12:47:42,15000000.0,formal,True,73,F,rural,secondary,2,owned,0.23651452282157673,0.9987935291811153
85,103960829,2024-03-30 01:26:06,15000000.0,formal,True,48,F,urban,secondary,4,rented,0.04149377593360996,0.9987935291811153
86,104004122,2023-08-15 23:20:33,15000000.0,formal,True,51,F,rural,secondary,7,family,0.0912863070539419,0.9987935291811153
87,104004584,2024-02-24 06:59:48,15000000.0,informal,True,53,M,urban,primary,4,rented,0.49792531120331945,0.9967272568791185
88,104004849,2022-03-28 13:07:37,15000000.0,informal,True,49,M,rural,primary,5,rented,0.5477178423236514,0.9967272568791185
89,104050112,2024-07-01 12:51:49,15000000.0,informal,True,24,M,urban,university,1,owned,0.41493775933609955,0.9967272568791185
90,104111156,2023-03-24 06:10:54,15000000.0,informal,True,51,M,urban,primary,2,rented,0.49792531120331945,0.9967272568791185
91,104156918,2024-05-13 10:17:00,15000000.0,formal,True,27,F,urban,primary,2,rented,0.08298755186721991,0.9987935291811153
92,104203706,2022-11-09 15:40:45,15000000.0,informal,True,59,F,rural,primary,2,rented,0.5477178423236514,0.9967272568791185
93,104241300,2023-10-15 15:46:13,15000000.0,independent,True,69,M,urban,technical,5,rented,0.41493775933609955,0.998012421503137
94,104262081,2023-10-07 03:34:10,15000000.0,independent,True,33,M,urban,secondary,3,rented,0.3112033195020747,0.998012421503137
95,104267253,2022-06-03 05:50:46,15000000.0,informal,True,34,F,rural,primary,7,other,0.5477178423236514,0.9967272568791185
96,104276390,2023-06-04 06:15:07,15000000.0,informal,True,19,F,urban,secondary,5,owned,0.6597510373443983,0.9967272568791185
97,104371603,2023-11-27 19:45:51,15000000.0,informal,True,36,M,urban,secondary,1,rented,0.45643153526970953,0.9967272568791185
98,104457595,2024-07-04 14:18:45,15000000.0,informal,True,55,F,urban,secondary,4,owned,0.45643153526970953,0.9967272568791185
99,104477164,2024-08-29 07:55:04,15000000.0,formal,True,27,M,urban,secondary,5,family,0.04149377593360996,0.9987935291811153
100,104486468,2023-02-26 01:03:55,15000000.0,formal,True,45,F,urban,university,3,owned,0.0,0.9987935291811153
101,104494562,2023-12-06 06:37:20,15000000.0,formal,True,63,F,urban,primary,4,owned,0.22821576763485477,0.9987935291811153
102,104499144,2022-07-11 06:36:04,15000000.0,informal,True,64,F,urban,primary,2,other,0.6431535269709543,0.9967272568791185
103,104585145,2024-09-07 17:03:45,15000000.0,formal,True,19,M,urban,none,3,owned,0.3278008298755186,0.9987935291811153
104,104589281,2024-08-08 13:05:39,15000000.0,formal,True,70,M,rural,university,1,other,0.19502074688796678,0.9987935291811153
105,104663574,2024-12-29 23:06:47,15000000.0,independent,True,66,F,urban,primary,5,rented,0.49792531120331945,0.998012421503137
106,104694688,2023-06-17 10:31:52,15000000.0,formal,True,52,M,urban,primary,3,rented,0.08298755186721991,0.9987935291811153
107,104734110,2023-01-29 07:50:04,15000000.0,formal,True,63,M,urban,university,5,rented,0.14522821576763484,0.9987935291811153
108,104767373,2024-04-09 20:27:51,15000000.0,informal,True,51,M,urban,university,4,family,0.41493775933609955,0.9967272568791185
109,104776364,2024-03-03 00:03:11,15000000.0,formal,True,41,F,urban,technical,3,rented,0.0,0.9987935291811153
110,104786121,2022-08-21 04:40:44,15000000.0,informal,True,54,M,urban,secondary,7,rented,0.45643153526970953,0.9967272568791185
111,104790683,2023-08-15 06:06:46,15000000.0,informal,True,68,M,rural,primary,6,rented,0.6929460580912863,0.9967272568791185
112,104810947,2023-12-06 23:05:39,15000000.0,informal,True,22,M,rural,primary,4,owned,0.5477178423236514,0.9967272568791185
113,104877819,2023-05-14 04:39:32,15000000.0,informal,True,59,M,urban,secondary,7,rented,0.45643153526970953,0.9967272568791185
114,104886850,2023-02-11 10:35:17,15000000.0,informal,True,38,F,urban,secondary,3,family,0.45643153526970953,0.9967272568791185
115,104925797,2022-09-20 15:42:24,15000000.0,informal,True,66,F,urban,secondary,3,rented,0.6016597510373445,0.9967272568791185
116,104926034,2023-03-27 16:14:09,15000000.0,formal,True,55,M,urban,technical,2,rented,0.0,0.9987935291811153
117,104939556,2022-09-27 06:38:08,15000000.0,formal,True,23,M,urban,secondary,2,other,0.04149377593360996,0.9987935291811153
118,104951056,2022-11-25 22:45:42,15000000.0,independent,True,48,F,urban,technical,1,owned,0.2697095435684647,0.998012421503137
119,105039494,2022-07-22 13:04:18,15000000.0,formal,True,65,F,urban,secondary,6,other,0.1867219917012448,0.9987935291811153
120,105093397,2023-02-17 02:40:16,15000000.0,informal,True,62,F,urban,secondary,7,rented,0.6016597510373445,0.9967272568791185
121,105129401,2023-11-23 11:23:11,15000000.0,formal,True,57,M,urban,technical,5,rented,0.0,0.9987935291811153
122,105142529,2023-02-18 12:46:59,15000000.0,formal,True,24,M,urban,secondary,2,rented,0.04149377593360996,0.9987935291811153
123,105157810,2022-06-05 13:09:19,15000000.0,informal,True,74,M,urban,secondary,5,rented,0.6016597510373445,0.9967272568791185
124,105202024,2024-05-27 05:32:33,15000000.0,independent,True,54,M,urban,primary,6,family,0.35269709543568467,0.998012421503137
125,105232890,2023-04-18 08:50:11,15000000.0,independent,True,64,M,urban,university,7,family,0.41493775933609955,0.998012421503137
126,105265020,2023-10-02 06:42:14,15000000.0,informal,True,65,M,urban,secondary,2,rented,0.6016597510373445,0.9967272568791185
127,105276892,2023-07-28 01:11:51,15000000.0,formal,True,74,F,urban,secondary,5,owned,0.1867219917012448,0.9987935291811153
128,105288133,2023-07-09 09:08:08,15000000.0,informal,True,55,M,urban,secondary,1,family,0.45643153526970953,0.9967272568791185
129,105292123,2023-04-25 20:48:07,15000000.0,independent,True,49,M,urban,technical,4,owned,0.2697095435684647,0.998012421503137
130,105317278,2024-04-07 10:49:52,15000000.0,formal,True,22,M,urban,secondary,4,rented,0.04149377593360996,0.9987935291811153
131,105434382,2024-07-25 03:32:51,15000000.0,informal,True,25,F,urban,primary,2,family,0.49792531120331945,0.9967272568791185
132,105452305,2024-09-16 18:09:32,15000000.0,formal,True,55,F,urban,secondary,6,family,0.04149377593360996,0.9987935291811153
133,105481251,2023-05-01 06:29:26,15000000.0,informal,True,70,M,urban,secondary,7,owned,0.6016597510373445,0.9967272568791185
134,105483164,2023-01-09 07:09:42,15000000.0,informal,True,66,F,rural,primary,3,rented,0.6929460580912863,0.9967272568791185
135,105547479,2022-04-01 16:49:38,15000000.0,formal,True,66,M,urban,secondary,6,owned,0.1867219917012448,0.9987935291811153
136,105692182,2023-04-30 18:49:49,15000000.0,formal,True,26,F,rural,university,5,rented,0.04979253112033195,0.9987935291811153
137,105701734,2024-12-22 11:00:14,15000000.0,informal,True,43,F,urban,secondary,1,owned,0.45643153526970953,0.9967272568791185
138,105758806,2022-10-12 23:25:15,15000000.0,formal,True,53,F,urban,secondary,4,owned,0.04149377593360996,0.9987935291811153
139,105780099,2024-07-14 06:10:07,15000000.0,informal,True,53,M,urban,primary,3,family,0.49792531120331945,0.9967272568791185
140,105813938,2024-04-08 12:02:21,15000000.0,informal,True,45,F,urban,technical,6,owned,0.41493775933609955,0.9967272568791185
141,105859928,2023-12-24 17:56:34,15000000.0,formal,True,71,F,urban,primary,3,rented,0.22821576763485477,0.9987935291811153
142,105884028,2023-09-11 23:24:31,15000000.0,informal,True,30,M,urban,secondary,3,rented,0.45643153526970953,0.9967272568791185
143,105958534,2024-04-08 04:11:05,15000000.0,informal,True,65,F,urban,university,6,rented,0.5601659751037344,0.9967272568791185
144,106044205,2022-04-18 18:14:16,15000000.0,independent,True,43,F,urban,secondary,1,owned,0.3112033195020747,0.998012421503137
145,106103439,2022-05-21 08:51:05,15000000.0,formal,True,54,F,urban,primary,5,rented,0.08298755186721991,0.9987935291811153
146,106190209,2022-08-03 07:14:42,15000000.0,formal,True,42,F,urban,university,1,rented,0.0,0.9987935291811153
147,106227858,2024-04-18 16:14:26,15000000.0,formal,True,38,F,urban,primary,1,owned,0.08298755186721991,0.9987935291811153
148,106296347,2023-04-19 02:30:50,15000000.0,independent,True,50,F,rural,secondary,1,family,0.36099585062240663,0.998012421503137
149,106368317,2022-08-16 11:38:31,15000000.0,independent,True,48,F,urban,none,1,rented,0.39419087136929454,0.998012421503137
150,106376818,2022-02-19 03:33:48,15000000.0,informal,True,60,F,urban,secondary,3,owned,0.45643153526970953,0.9967272568791185
151,106391694,2023-06-20 10:17:33,15000000.0,informal,True,22,M,urban,primary,5,family,0.49792531120331945,0.9967272568791185
152,106453994,2023-03-13 12:40:36,15000000.0,informal,True,23,M,urban,secondary,6,owned,0.45643153526970953,0.9967272568791185
153,106583010,2022-07-14 21:23:15,15000000.0,informal,True,39,M,urban,secondary,3,rented,0.45643153526970953,0.9967272568791185
154,106613324,2022-01-26 12:04:14,15000000.0,informal,True,29,F,urban,technical,7,owned,0.41493775933609955,0.9967272568791185
155,106626042,2024-04-05 09:28:07,15000000.0,formal,True,58,M,urban,university,5,owned,0.0,0.9987935291811153
156,106673957,2024-05-03 08:49:34,15000000.0,formal,True,54,M,urban,university,2,family,0.0,0.9987935291811153
157,106710788,2022-09-27 07:08:32,15000000.0,independent,True,26,M,urban,technical,7,owned,0.2697095435684647,0.998012421503137
158,106717438,2023-06-25 14:29:17,15000000.0,informal,True,25,F,urban,secondary,5,owned,0.45643153526970953,0.9967272568791185
159,106734696,2022-10-05 06:19:02,15000000.0,informal,True,66,F,urban,none,1,owned,0.6846473029045643,0.9967272568791185
160,106756329,2023-03-24 17:09:33,15000000.0,informal,True,55,M,urban,secondary,6,rented,0.45643153526970953,0.9967272568791185
161,106825867,2022-04-30 14:21:48,15000000.0,informal,True,68,F,urban,secondary,1,owned,0.6016597510373445,0.9967272568791185
162,106853233,2024-11-02 03:43:46,15000000.0,informal,True,55,F,rural,primary,2,rented,0.5477178423236514,0.9967272568791185
163,106948352,2024-02-29 01:32:15,15000000.0,independent,True,41,M,urban,none,6,rented,0.39419087136929454,0.998012421503137
164,106986411,2024-09-13 16:00:10,15000000.0,informal,True,37,M,urban,secondary,4,rented,0.45643153526970953,0.9967272568791185
165,106992523,2022-11-20 22:47:48,15000000.0,formal,True,65,M,rural,university,4,owned,0.19502074688796678,0.9987935291811153
166,107047618,2024-08-13 19:45:47,15000000.0,informal,True,74,M,urban,secondary,5,rented,0.6016597510373445,0.9967272568791185
167,107068276,2023-07-22 12:23:55,15000000.0,informal,True,42,M,urban,secondary,2,rented,0.45643153526970953,0.9967272568791185
168,107078220,2022-08-05 22:57:19,15000000.0,independent,True,45,M,urban,secondary,7,owned,0.3112033195020747,0.998012421503137
169,107107806,2022-12-30 19:21:38,15000000.0,independent,True,40,F,urban,university,1,rented,0.2697095435684647,0.998012421503137
170,107144720,2024-06-07 14:50:48,15000000.0,informal,True,72,M,urban,university,7,rented,0.5601659751037344,0.9967272568791185
171,107154715,2024-04-28 07:08:56,15000000.0,independent,True,24,M,urban,university,2,rented,0.2697095435684647,0.998012421503137
172,107164404,2024-02-28 15:44:42,15000000.0,informal,True,28,M,urban,university,6,owned,0.41493775933609955,0.9967272568791185
173,107175792,2022-09-05 23:59:25,15000000.0,formal,True,64,M,urban,secondary,7,owned,0.1867219917012448,0.9987935291811153
174,107250142,2023-12-11 07:12:22,15000000.0,informal,True,71,M,urban,secondary,2,rented,0.6016597510373445,0.9967272568791185
175,107312299,2024-10-27 05:07:50,15000000.0,informal,True,33,M,urban,primary,2,family,0.49792531120331945,0.9967272568791185
176,107325544,2022-02-23 09:18:32,15000000.0,formal,True,50,M,urban,university,4,owned,0.0,0.9987935291811153
177,107543457,2022-12-18 20:48:52,15000000.0,formal,True,34,M,urban,secondary,4,owned,0.04149377593360996,0.9987935291811153
178,107572778,2022-03-29 23:38:39,15000000.0,formal,True,74,F,urban,technical,5,rented,0.14522821576763484,0.9987935291811153
179,107632777,2022-04-24 17:13:14,15000000.0,informal,True,21,F,rural,secondary,7,owned,0.7095435684647302,0.9967272568791185
180,107654257,2024-12-28 14:12:49,15000000.0,independent,True,52,M,urban,none,7,rented,0.39419087136929454,0.998012421503137
181,107692057,2022-09-21 03:13:17,15000000.0,informal,True,51,M,urban,technical,3,owned,0.41493775933609955,0.9967272568791185
182,107744459,2022-07-16 09:55:53,15000000.0,informal,True,71,M,urban,technical,7,family,0.5601659751037344,0.9967272568791185
183,107755531,2022-03-22 23:10:03,15000000.0,informal,True,50,M,urban,university,4,owned,0.41493775933609955,0.9967272568791185
184,107815238,2024-12-10 04:50:41,15000000.0,informal,True,37,M,urban,university,5,owned,0.41493775933609955,0.9967272568791185
185,107843227,2023-05-29 06:27:13,15000000.0,informal,True,46,M,urban,primary,6,family,0.49792531120331945,0.9967272568791185
186,107938276,2024-05-16 13:23:08,15000000.0,formal,True,54,F,rural,university,1,rented,0.04979253112033195,0.9987935291811153
187,107986308,2022-10-02 00:36:07,15000000.0,informal,True,66,F,rural,university,3,rented,0.6099585062240664,0.9967272568791185
188,107992173,2023-12-03 19:01:45,15000000.0,formal,True,19,F,urban,secondary,4,owned,0.24481327800829872,0.9987935291811153
189,108001301,2024-08-28 05:17:24,15000000.0,informal,True,58,F,urban,primary,1,family,0.49792531120331945,0.9967272568791185
190,108044707,2024-01-05 21:23:17,15000000.0,formal,True,51,F,urban,university,7,rented,0.0,0.9987935291811153
191,108063035,2023-07-21 06:08:24,15000000.0,informal,True,29,M,rural,technical,5,rented,0.46473029045643155,0.9967272568791185
192,108211218,2022-08-19 12:56:05,15000000.0,informal,True,39,M,urban,primary,6,owned,0.49792531120331945,0.9967272568791185
193,108315029,2022-09-13 12:55:22,15000000.0,formal,True,49,F,urban,technical,4,family,0.0,0.9987935291811153
194,108333803,2023-10-16 13:19:59,15000000.0,independent,True,64,F,urban,secondary,2,owned,0.45643153526970953,0.998012421503137
195,108355946,2023-05-10 03:23:03,15000000.0,independent,True,65,F,urban,university,7,family,0.41493775933609955,0.998012421503137
196,108398282,2022-02-20 20:36:54,15000000.0,informal,True,46,M,urban,primary,4,rented,0.49792531120331945,0.9967272568791185
197,108401115,2022-08-03 14:43:46,15000000.0,independent,True,57,F,urban,secondary,6,owned,0.3112033195020747,0.998012421503137
198,108492154,2023-04-19 01:21:01,15000000.0,formal,True,47,F,rural,university,5,owned,0.04979253112033195,0.9987935291811153
199,108498403,2022-07-15 17:00:28,15000000.0,independent,True,56,M,urban,secondary,6,rented,0.3112033195020747,0.998012421503137
200,108606962,2023-08-30 13:36:51,15000000.0,informal,True,74,M,urban,secondary,3,other,0.6016597510373445,0.9967272568791185
201,108659912,2022-11-26 05:15:07,15000000.0,informal,True,22,F,urban,primary,1,family,0.49792531120331945,0.9967272568791185
202,108696748,2022-11-16 05:13:12,15000000.0,informal,True,68,F,urban,technical,1,rented,0.5601659751037344,0.9967272568791185
203,108715050,2022-04-29 14:09:44,15000000.0,formal,True,28,F,urban,secondary,6,other,0.04149377593360996,0.9987935291811153
204,108738831,2023-07-06 00:50:54,15000000.0,informal,True,71,F,rural,technical,1,owned,0.6099585062240664,0.9967272568791185
205,108812630,2022-07-26 13:39:26,15000000.0,informal,True,41,F,rural,secondary,4,rented,0.5062240663900416,0.9967272568791185
206,108924576,2023-11-22 06:59:27,15000000.0,formal,True,27,M,rural,secondary,6,rented,0.0912863070539419,0.9987935291811153
207,108942211,2024-10-24 03:52:18,15000000.0,independent,True,20,M,urban,primary,7,owned,0.5560165975103734,0.998012421503137
208,109065650,2024-09-25 21:30:55,15000000.0,formal,True,68,F,urban,university,5,family,0.14522821576763484,0.9987935291811153
209,109088220,2024-01-01 03:34:23,15000000.0,formal,True,59,M,urban,technical,6,owned,0.0,0.9987935291811153
210,109092701,2024-06-03 03:48:06,15000000.0,informal,True,42,F,urban,university,5,owned,0.41493775933609955,0.9967272568791185
211,109095979,2024-10-05 14:34:40,15000000.0,independent,True,71,M,urban,secondary,1,rented,0.45643153526970953,0.998012421503137
212,109116403,2024-01-17 12:35:51,15000000.0,informal,True,66,M,rural,technical,6,owned,0.6099585062240664,0.9967272568791185
213,109153865,2022-10-09 05:56:15,15000000.0,informal,True,28,M,urban,primary,5,rented,0.49792531120331945,0.9967272568791185
214,109220824,2023-07-03 09:54:59,15000000.0,informal,True,46,F,urban,secondary,3,rented,0.45643153526970953,0.9967272568791185
215,109288408,2024-07-27 10:18:37,15000000.0,informal,True,54,F,urban,primary,2,owned,0.49792531120331945,0.9967272568791185
216,109432733,2024-01-02 10:39:42,15000000.0,formal,True,56,M,urban,primary,5,rented,0.08298755186721991,0.9987935291811153
217,109456170,2023-02-01 16:31:45,15000000.0,formal,True,46,M,rural,primary,6,rented,0.13278008298755187,0.9987935291811153
218,109526811,2022-07-04 09:54:03,15000000.0,informal,True,32,M,urban,secondary,6,other,0.45643153526970953,0.9967272568791185
219,109556749,2022-06-07 21:26:38,15000000.0,informal,True,31,F,rural,primary,4,family,0.5477178423236514,0.9967272568791185
220,109575457,2023-02-17 20:16:15,15000000.0,informal,True,29,M,rural,secondary,7,family,0.5062240663900416,0.9967272568791185
221,109644224,2024-05-31 03:42:09,15000000.0,informal,True,45,M,urban,university,2,family,0.41493775933609955,0.9967272568791185
222,109644963,2023-08-29 02:18:54,15000000.0,independent,True,49,M,urban,primary,7,rented,0.35269709543568467,0.998012421503137
